code,Port Name,latitude,longitude,country_code,zone_code
CNDLP,Daliangang,38.9,121.6,CN,AS-NCN
CNDOO,Dongjiangkou,33.63333,108.63333,CN,AS-NCN
CNDOP,Donglian Port,23.25,115.017,CN,AS-SCN
CNDQD,Daqindao,36.067117,120.382612,CN,AS-NCN
CNDSN,Dongshan Pt,23.701262,117.430061,CN,AS-SCN
CNDXG,Dalian Pt,38.8828623,121.5278118,CN,AS-NCN
CNFCE,Fengcheng,36.7,121.23333,CN,AS-NCN
CNFOS,Foshan,23.03333,113.1,CN,AS-SCN
CNFZP,Fuzhou Pt,25.974642,119.509221,CN,AS-SCN
CNGAS,Gaosha,23.28333,115.66667,CN,AS-SCN
CNGTE,Yingde,24.18333,113.4,CN,AS-SCN
CNGUT,Guangdong Terminal,22.567,114.433,CN,AS-SCN
CNGZG,Guangzhou Pt,23.114346,113.281455,CN,AS-SCN
CNGZP,Guangzhou Pt,23.1576366,113.4110535,CN,AS-SCN
CNHAP,Huangpo,31.231763,121.484443,CN,AS-NCN
CNHAS,Heshan,23.810227,108.8868,CN,AS-SIN
CNHHA,Huanghua,38.36667,117.35,CN,AS-NCN
CNHHT,Haitian Terminal/ Xiamen,27.1,120.3,CN,AS-SCN
CNHMP,Haimen Pt,31.8195372,121.1249149,CN,AS-NCN
CNHOP,Huangpu Old Port,23.1,113.41667,CN,AS-SCN
CNHSK,Huangsangkou,30.007232,115.336359,CN,AS-NCN
CNHXD,Huangxingdao,30.199378,122.644701,CN,AS-NCN
CNJXN,Jiao Xin,22.705124,113.316811,CN,AS-SCN
CNLZU,Luzhou,28.88333,105.45,CN,AS-NCN
CNMAJ,Majistan/Zhoushan,30.017,122.1,CN,AS-NCN
CNMBI,Mabian Island,23.117,115.083,CN,AS-SCN
CNMOG,Maogang,23.05,112.733,CN,AS-SCN
CNMSH,Meisha,41.304958,123.776572,CN,AS-NCN
CNMSN,Meishan,30.07544,103.848538,CN,AS-NCN
CNNEG,Neigang,23.1,113.417,CN,AS-SCN
CNNHS,Sanshan pt,23.035339,113.226513,CN,AS-SCN
CNNJP,Nanjing Pt,32.0750616,118.7706532,CN,AS-NCN
CNNKG,Nanjing,32.2125,118.812,CN,AS-NCN
CNPLA,Penglai,37.8,120.75,CN,AS-NCN
CNQDG,Qingdao Pt,36.014189,120.20202,CN,AS-NCN
CNQHE,Qinghe,37.0399299,115.66718,CN,AS-NCN
CNQPU,Qingpu,31.15,121.1,CN,AS-NCN
CNQZH,Qinzhou,21.979933,108.654146,CN,AS-SIN
CNRIA,Ruian,27.778657,120.655148,CN,AS-SCN
CNSBU,Sanbu Pt,22.3666,112.7166,CN,AS-SCN
CNSHC,Shacheng,26.314775,116.346995,CN,AS-SCN
CNSHG,Shanghai Pt,31.366365,121.61475,CN,AS-NCN
CNSHQ,Shiqi,34.414172,115.65637,CN,AS-NCN
CNSIN,Shatian,24,113.88333,CN,AS-SCN
CNSJI,Sanjiang,30.71666667,122.4833333,CN,AS-NCN
CNSNW,Shenwan,22.302496,113.363816,CN,AS-SCN
CNSTP,Shantou Pt,23.302822,116.774468,CN,AS-SCN
CNSUN,Shunyi,40.11667,116.63333,CN,AS-NCN
CNSZP,Shenzhen Pt,22.4760219,113.9127408,CN,AS-SCN
CNSZX,Shenzhen,22.543096,114.057865,CN,AS-SCN
CNTAG,Taicang,31.43333,121.08333,CN,AS-NCN
CNTGU,Tanggu,39.029528,117.661226,CN,AS-NCN
CNTIZ,Taizhou,32.455778,119.923116,CN,AS-NCN
CNTJP,Tianjin Pt,38.982173,117.746172,CN,AS-NCN
CNWAI,Waihai,22.58333,113.13333,CN,AS-SCN
CNWFG,Weifang,36.706774,119.161756,CN,AS-NCN
CNWGQ,Waigaoqiao Pt,31.3510027,121.5850272,CN,AS-NCN
CNWNZ,Wenzhou,27.9110235,120.8554106,CN,AS-NCN
CNWUC,Wu Chong Kou,23.083,113.417,CN,AS-SCN
CNWUH,Wuhan,30.580882,114.29635,CN,AS-NCN
CNWUO,Wuzhou,23.476963,111.279115,CN,AS-SCN
CNWUP,Wuhan Pt,30.4969304,114.3939601,CN,AS-NCN
CNXAN,"Xiang'an, Xiamen",24.633,118.25,CN,AS-SCN
CNXCG,Xichong Pt,30.995032,105.900818,CN,AS-NCN
CNXFN,Xiangfan,32.01667,112.15,CN,AS-NCN
CNXGG,Xingang,38.98333,117.48333,CN,AS-NCN
CNXHK,Xinhekou,20.028061,110.309418,CN,AS-SIN
CNXHO,Xiaohudao,23.083,113.433,CN,AS-SCN
CNXIU,Xiuyu,25.25,119.03333,CN,AS-SCN
CNXIZ,Xiangzhou,22.265811,113.543785,CN,AS-SCN
CNXMH,"Haicang, Xiamen",24.485792,118.031683,CN,AS-SCN
CNXMP,Xiamen Pt,24.356536,118.206734,CN,AS-SCN
CNXSA,Guangzhou,23.1,113.25,CN,AS-SCN
CNXXY,Xiangyu Terminal/ Xiamen,27.1,120.317,CN,AS-SCN
CNYAN,Yangshan Port,30.61667,122.05,CN,AS-NCN
CNYBN,Yibin,28.76667,104.56667,CN,AS-NCN
CNYCG,Yichang Pt,30.691966,111.286471,CN,AS-NCN
CNYGN,Yongan,25.941937,117.365053,CN,AS-SCN
CNYGS,Yangshan,24.466675,112.626495,CN,AS-SCN
CNYIB,Yibin,28.753105,104.642964,CN,AS-NCN
CNYNT,Yantai,37.539058,121.368981,CN,AS-NCN
CNYON,Yongtai,23.41667,112.4,CN,AS-SCN
CNYSA,Yangshan Pt,30.6174595,122.0852074,CN,AS-NCN
CNYSN,Yangshan,24.466675,112.626495,CN,AS-SCN
CNYTP,Yantai Pt,37.41058,121.378119,CN,AS-NCN
CNYUF,Yunfu,22.93333,112.03333,CN,AS-SCN
CNZAP,Zhapu,30.6,121.06667,CN,AS-NCN
CNZGL,Guangxi Beibu,21.93333,113.21667,CN,AS-SCN
CNZOS,Ningbo-Zhoushan,29.985295,122.207215,CN,AS-NCN
CNZXN,Zhongxian,30.29956,108.039002,CN,AS-NCN
CNZYO,Zhuangyuanao,27.883,121.117,CN,AS-NCN
CXFFC,Flying Fish Cove,-10.4167,105.7167,CX,AS-SIN
CYAKT,Akrotiri,34.6,32.95,CY,ME-MID
CYDHK,Dhekelia,34.9833,33.75,CY,ME-MID
CYFMG,Famagusta,35.1,33.95,CY,ME-MID
CYKAR,Karavostasi,35.1333,32.8333,CY,EU-BLA
CYKYR,Kyrenia,35.3333,33.3333,CY,EU-BLA
CYLCA,Larnaca,34.9167,33.6167,CY,ME-MID
CYLAT,Latchi,35.0333,32.4,CY,EU-BLA
CYLMS,Limassol,34.6833,33.05,CY,ME-MID
CYMOI,Moni,34.7333,33.2,CY,ME-MID
CYNIC,Nicosia,35.1667,33.3667,CY,ME-MID
CYPFO,Paphos,34.7667,32.4167,CY,EU-BLA
CYVAS,Vasilikos,34.7167,33.3167,CY,ME-MID
CYZYY,Zyyi,34.7333,33.3333,CY,ME-MID
CYANM,Ayia Napa,34.983,34,CY,ME-MID
CYARA,Aradhippou,34.95,33.58333,CY,ME-MID
CYAVA,Ayia Varvara,34.9968356,33.3694007,CY,ME-MID
CYAYI,Ayia Napa,34.98333,34,CY,ME-MID
CYERG,Ergates,35.0541055,33.2436859,CY,ME-MID
CYGEO,Ayios Georgios,34.9,32.31667,CY,EU-BLA
CYKAP,Kapparis,35.0596159,34.0093716,CY,ME-MID
CYKYP,Kyperounda,34.9413934,32.9680834,CY,ME-MID
CYLAR,Larnaca Port,34.91667,33.63333,CY,ME-MID
CYLFS,Larnaca Fishing Shelter,34.88333,33.63333,CY,ME-MID
CYLIM,Limassol New Port,34.65,33.01667,CY,ME-MID
CYLIO,Liopetri,35,33.88333,CY,ME-MID
CYLOP,Limassol Old Port,34.66667,33.05,CY,ME-MID
CYNOU,Tersefanou,34.8548144,33.5468888,CY,ME-MID
CYORM,Ormidia,34.9923198,33.7791944,CY,ME-MID
CYPAR,Paralimni,35.03333,34.03333,CY,ME-MID
CYPOM,Pomos,35.16667,32.55,CY,EU-BLA
CYPOT,Potamos,34.96667,33.9,CY,ME-MID
CYPSI,Psimolofou,35.05,33.25,CY,ME-MID
CYPYR,Pyrgos,35.18333,32.66667,CY,EU-BLA
CYTRI,Ayia Triada,35.05,34.01667,CY,ME-MID
CYXLT,Xylotymbou,35.0153362,33.7407024,CY,ME-MID
CYXYL,Xylofagou,34.96667,33.83333,CY,ME-MID
CYZER,Xeros,35.13333,32.83333,CY,EU-BLA
CYZYG,Zygi,34.73333,33.33333,CY,ME-MID
GEIES,Khashmi,41.75,45.1667,GE,EU-BLA
GEKUL,Kulevi,42.2667,41.6333,GE,EU-BLA
GEABK,Sukhumi,43,41,GE,EU-BLA
GEBUS,Batumi,41.6167547,41.6367455,GE,EU-BLA
GEPTI,Poti,42.1582596,41.67137,GE,EU-BLA
GESUP,Supsa Port,42.01667,41.71667,GE,EU-BLA
HKABD,Aberdeen,22.25,114.15,HK,AS-SCN
HKCWB,Causeway Bay,22.2833,114.1833,HK,AS-SCN
HKHKC,Ha Kwai Chung,22.3667,114.1167,HK,AS-SCN
HKKWN,Kowloon,22.3,114.1667,HK,AS-SCN
HKTST,Tsim Sha Tsui,22.3,114.1667,HK,AS-SCN
HKWNI,Wan Chai,22.2833,114.1667,HK,AS-SCN
HKHKG,Jebel Ali,22.3,114.1666667,HK,AS-SCN
IDAGR,Anggrek,0.85,122.7833,ID,AS-SIN
IDANO,Anoa Natuna Pt.,5.2333,105.6,ID,AS-SIN
IDANR,Anyer Kidul,-6.0667,105.8833,ID,AS-SIN
IDBPN,Balikpapan,-1.2833,116.8333,ID,AS-SIN
IDBLH,Balohan,5.8167,95.3333,ID,AS-SIN
IDBTM,Batam Island,1.0833,104.0333,ID,AS-SIN
IDBUR,Batu Ampar,1.1667,104.0167,ID,AS-SIN
IDBAM,Batuampar,-0.9667,102.7333,ID,AS-SIN
IDBTW,Batulicin,-3.45,115.9833,ID,AS-SIN
IDBLT,Belitung,-2.8333,107.9167,ID,AS-SIN
IDBEN,Benete,-8.8667,116.7167,ID,AS-SIN
IDBOA,Benoa,-8.7667,115.2167,ID,AS-SIN
IDBYQ,Bunyu,3.5,117.8,ID,AS-SIN
IDSZA,Cikande,-6.2,106.35,ID,AS-SIN
IDCXP,Cilacap (Tjilatjap),-7.7333,109,ID,AS-SIN
IDCBN,Cirebon (Tjeribon),-6.7333,108.5667,ID,AS-SIN
IDCIW,Ciwandan,-6.0167,105.95,ID,AS-SIN
IDDAS,"Dabo, Singkep Isl",-0.5,104.55,ID,AS-SIN
IDDMA,Demta,-2.3333,140.1333,ID,AS-SIN
IDDOB,Dobo,-5.75,134.2167,ID,AS-SIN
IDDOG,Donggi,-1.5333,122.25,ID,AS-SIN
IDSDA,Durian,1.0167,103.5667,ID,AS-SIN
IDGTS,Gatot Subroto Permai,-8.6333,115.2,ID,AS-SIN
IDGRE,"Gresik, Java",-7.15,112.65,ID,AS-SIN
IDINA,Inanwatan,-2.1333,132.1667,ID,AS-SIN
IDJPU,Jakarta Pusat,-6.1833,106.8333,ID,AS-SIN
IDJKT,"Jakarta, Java",-6.1333,106.8333,ID,AS-SIN
IDJWA,Jawa Timur,-7.7333,112.5,ID,AS-SIN
IDDJJ,"Jayapura, Irian Jaya",-2.5333,140.7,ID,AS-SIN
IDJEP,Jepara,-6.5833,110.65,ID,AS-SIN
IDJIP,Jogja Inland Port,-7.9,110.3833,ID,AS-SIN
IDKBH,Kalabahi,-8.2167,124.5167,ID,AS-SIN
IDKSO,Kalbut Situbondo,-7.6167,113.8833,ID,AS-SIN
IDKSE,Kassue,-0.789275,113.921327,ID,AS-SIN
IDKAU,Kau,1.1833,127.9,ID,AS-SIN
IDKDW,Kendawangan,-2.5333,110.2,ID,AS-SIN
IDKOJ,Koja,-6.3,106.3833,ID,AS-SIN
IDKMD,Komodo,-8.5833,119.5,ID,AS-SIN
IDKUA,Kualalangsa,4.5333,98.0167,ID,AS-SIN
IDKTJ,Kualatanjung,3.35,99.4833,ID,AS-SIN
IDKUM,Kumai,-2.7333,111.7167,ID,AS-SIN
IDLBO,Labuan Bajo,-8.5,119.8833,ID,AS-SIN
IDLAH,"Labuha, Molucas",-0.6167,127.4833,ID,AS-SIN
IDLBR,Lembar,-8.7333,116.0667,ID,AS-SIN
IDLBM,Lobam,1,104.2667,ID,AS-SIN
IDLTT,Lubuk Tutung,0.7667,117.7333,ID,AS-SIN
IDMDR,Madura Terminal,-6.85,112.95,ID,AS-SIN
IDMAK,Makassar,-5.1167,119.4,ID,AS-SIN
IDMGB,Manggis,-8.4833,115.5167,ID,AS-SIN
IDMKJ,Mangkajang,2.1333,117.7333,ID,AS-SIN
IDCTO,New Priok Port,-6.0833,106.9167,ID,AS-SIN
IDNIP,Nipah,1.1167,103.55,ID,AS-SIN
IDPDG,Padang,-0.95,100.35,ID,AS-SIN
IDPPO,"Palapo, Sulawesi",-3.0833,120.2333,ID,AS-SIN
IDPAL,Palu,-0.8833,119.85,ID,AS-SIN
IDPAZ,"Pasuruan, Java",-7.6333,112.9,ID,AS-SIN
IDPBB,Pelabuhan Badas,-8.45,117.3667,ID,AS-SIN
IDPER,Perawang,1.0667,102.8667,ID,AS-SIN
IDPWG,Perawang,0.6333,101.6167,ID,AS-SIN
IDPLA,"Plaju, Sumatra",-2.9833,104.8,ID,AS-SIN
IDPUM,"Pomalaa, Sulawesi",-4.0333,121.5833,ID,AS-SIN
IDPBJ,Pulau Bunyu,-0.3,115.8667,ID,AS-SIN
IDPUT,Pulau Laut,-3.2833,116.15,ID,AS-SIN
IDRNI,Ranai,3.9167,108.3833,ID,AS-SIN
IDSAP,Sape,-8.5667,118.9833,ID,AS-SIN
IDSKP,Sekupang,1.1333,103.9333,ID,AS-SIN
IDSRG,Semarang,-6.9667,110.4833,ID,AS-SIN
IDSZH,Senipah,-0.95,117.15,ID,AS-SIN
IDSTN,Setagin,-3.2833,116.1667,ID,AS-SIN
IDSID,Sidangoli,0.9,127.4833,ID,AS-SIN
IDSUB,Surabaya,-7.2333,112.75,ID,AS-SIN
IDTJQ,Tanjung Pandan,-2.75,107.65,ID,AS-SIN
IDTJB,Tanjungbalai,1,103.4333,ID,AS-SIN
IDTNJ,Tanjungpinang,0.9167,104.45,ID,AS-SIN
IDTAN,Tanjunguban,1.05,104.2333,ID,AS-SIN
IDTRH,Tarahan,-5.5667,105.3667,ID,AS-SIN
IDTBR,Telukbayur,-1,100.3667,ID,AS-SIN
IDTBL,Toboali,-3,106.5,ID,AS-SIN
IDUDG,Udang Natuna Terminal,4.0167,106.4667,ID,AS-SIN
IDWGP,"Waingapu, Sumba",-9.65,120.2667,ID,AS-SIN
IDAKE,Akeselaka,1.05,127.967,ID,AS-SIN
IDAMP,"Ampenan, Bali",-8.3405389,115.0919509,ID,AS-SIN
IDAMQ,"Ambon, Molucas",-3.6255302,128.1054495,ID,AS-SIN
IDANG,Angar,-3.65,130.833,ID,AS-SIN
IDAPN,Ampana,-0.867,121.583,ID,AS-SIN
IDASI,Asike,-6.65,140.417,ID,AS-SIN
IDBDJ,Banjarmasin,-3.3186067,114.5943784,ID,AS-SIN
IDBET,Belida Terminal,4.133,105.133,ID,AS-SIN
IDBGD,Bagendang,-2.733,112.55,ID,AS-SIN
IDBGG,Banggai,-1.591,123.4991,ID,AS-SIN
IDBIK,"Biak, Irian Jaya",-1.1833,136.0666,ID,AS-SIN
IDBIR,Biringkassi,-4.817,119.483,ID,AS-SIN
IDBIT,"Bitung, Sulawesi",1.4403744,125.1216524,ID,AS-SIN
IDBJU,"Banjuwangi, Java",-8.1166,114.4,ID,AS-SIN
IDBLW,"Belawan, Sumatra",3.784303,98.694221,ID,AS-SIN
IDBMU,"Bima, Sb",-8.4166,118.7166,ID,AS-SIN
IDBNT,Belanak Terminal,4.167,106.233,ID,AS-SIN
IDBTN,Banten,-6.4058172,106.0640179,ID,AS-SIN
IDBXT,"Bontang, Kl",0.1,117.4833,ID,AS-SIN
IDCER,Cereweh,-8.817,116.817,ID,AS-SIN
IDDJB,"Jambi, Sumatra",-1.6,103.616667,ID,AS-SIN
IDDUM,"Dumai, Sumatra",1.6833,101.45,ID,AS-SIN
IDELA,Elat,-5.65,133.117,ID,AS-SIN
IDENO,Kuala Enok,-0.533,103.4,ID,AS-SIN
IDEXS,Exspan,-1.8,105.133,ID,AS-SIN
IDFKQ,"Fak Fak, Irian Jaya",-2.9333,132.3166,ID,AS-SIN
IDFTG,Pelabuhan Futong Terminal,0.817,102.4,ID,AS-SIN
IDGEE,Gee Island,0.833,128.317,ID,AS-SIN
IDGTO,"Gorontalo, Sulawesi",0.6999372,122.4467238,ID,AS-SIN
IDJBK,Jababeka,-6.25,107.15,ID,AS-SIN
IDJBT,Jabung Terminal,-0.883,104.067,ID,AS-SIN
IDJOR,Jorong Anchorage,-4.183,115.1,ID,AS-SIN
IDKDI,"Kendari, Sulawesi",-3.9984597,122.5129742,ID,AS-SIN
IDKGH,Krueng Geukueh,5.25,97.033,ID,AS-SIN
IDKHY,Kahyangan,-8.483,116.667,ID,AS-SIN
IDKID,"Kidjang, Bintan",0.8533655,104.5946633,ID,AS-SIN
IDKNL,Kolonodale,-1.967,121.333,ID,AS-SIN
IDKNT,Kakap Natuna Terminal,5.017,105.95,ID,AS-SIN
IDKOE,"Kupang, Timor",-10.1771997,123.6070329,ID,AS-SIN
IDKOK,Kokas,-2.7,132.433,ID,AS-SIN
IDKOL,Kolaka,-4.05,121.567,ID,AS-SIN
IDKPL,Kampung Laut,-0.9,103.8,ID,AS-SIN
IDKRG,Kariangau,-1.167,116.783,ID,AS-SIN
IDLKI,Loki,-3.3,128.05,ID,AS-SIN
IDLOM,Lombok,-8.5,116.667,ID,AS-SIN
IDLUW,Luwuk,-0.938828,122.792801,ID,AS-SIN
IDMAI,Mapia Island,0.883,134.317,ID,AS-SIN
IDMAR,Marabahan,-2.983,114.767,ID,AS-SIN
IDMBK,Muara Bangkong,0.4,103.783,ID,AS-SIN
IDMES,"Medan, Sumatra",3.5951956,98.6722227,ID,AS-SIN
IDMIT,Misool Terminal,-1.567,130.517,ID,AS-SIN
IDMKQ,"Merauke, Irian Jaya",-8.4991117,140.4049814,ID,AS-SIN
IDMKW,"Manokwari, Irian Jaya",-0.8614531,134.0620421,ID,AS-SIN
IDMOF,"Maumere, Flores",-8.6245515,122.2146964,ID,AS-SIN
IDMOR,Mornopo,0.783,128.217,ID,AS-SIN
IDMOW,Morowali,-1.867,121.5,ID,AS-SIN
IDMRK,"Merak, Java",-5.9349331,106.0064628,ID,AS-SIN
IDMSB,Muara Siberut,-1.583,99.2,ID,AS-SIN
IDMSK,Muara Sabak,-0.8,103.917,ID,AS-SIN
IDMUW,Muara Teweh,-0.9349425,114.8985047,ID,AS-SIN
IDNPL,North Pulau Laut,-3.217,116.267,ID,AS-SIN
IDNTA,Nipah,1.15,103.6,ID,AS-SIN
IDPGA,Pagerungan,-6.917,115.917,ID,AS-SIN
IDPGM,Pagimana,-0.8,122.617,ID,AS-SIN
IDPIR,Piru,-3.067,128.183,ID,AS-SIN
IDPJK,Pulau Jarak,3.96667,100.08333,ID,AS-SIN
IDPLM,"Palembang, Sumatra",-2.9760735,104.7754307,ID,AS-SIN
IDPMK,Pomako,-4.8,136.767,ID,AS-SIN
IDPNG,Penuba,-0.3269444,104.4677778,ID,AS-SIN
IDPNJ,Panjang,-5.4641159,105.3218997,ID,AS-SIN
IDPNK,"Pontianak, Kalimantan",-0.0263303,109.3425039,ID,AS-SIN
IDPOT,Poto Tano,-8.517,116.833,ID,AS-SIN
IDPTL,"Pantoloan, Sv",-0.673877,119.8641634,ID,AS-SIN
IDREO,Reo,-8.317,120.5,ID,AS-SIN
IDSBM,Subaim,1.117,128.167,ID,AS-SIN
IDSDJ,Sidoarjo,-7.4497718,112.7015495,ID,AS-SIN
IDSEP,Sepanjang Terminal,-7.183,115.783,ID,AS-SIN
IDSGU,Sanggau,0.117,110.6,ID,AS-SIN
IDSLG,"Sibolga, Sumatra",1.7368371,98.7851121,ID,AS-SIN
IDSMQ,"Sampit, Kalimantan",-2.5394654,112.9586863,ID,AS-SIN
IDSOQ,Sorong,-0.8761629,131.255828,ID,AS-SIN
IDSRI,"Samarinda, Kalimantan",-0.5016166,117.1264753,ID,AS-SIN
IDSUA,Suaran,2.05,117.7,ID,AS-SIN
IDSUK,Sukabumi,-6.9277361,106.9299579,ID,AS-SIN
IDSUM,Sumenep,-7.05,113.95,ID,AS-SIN
IDSUN,Sunut,-8.867,116.55,ID,AS-SIN
IDSWT,Salawati Terminal,-1.35,131,ID,AS-SIN
IDTAB,Taboneo,-3.683,114.417,ID,AS-SIN
IDTAR,Tarjun,-3.267,116.083,ID,AS-SIN
IDTBO,Tobelo,1.7145909,127.9678652,ID,AS-SIN
IDTBU,Tanjung Buli,0.833,128.25,ID,AS-SIN
IDTER,Terempa,3.217,106.217,ID,AS-SIN
IDTES,Semarang,-6.96667,110.48333,ID,AS-SIN
IDTJP,Tanjungperak,-7.2,112.71667,ID,AS-SIN
IDTLI,Tolitoli,0.8768231,120.7579834,ID,AS-SIN
IDTME,Tanjung Merangas,0.033,117.517,ID,AS-SIN
IDTMK,Timika,-4.75,136.55,ID,AS-SIN
IDTPN,Tanjung Pemancingan,-3.183,116.267,ID,AS-SIN
IDTPP,Tanjung Priok,-6.1,106.88333,ID,AS-SIN
IDTRK,"Tarakan, Kalimantan",3.3273599,117.5785049,ID,AS-SIN
IDTTE,"Ternate, Halmahera",0.7957999,127.3613533,ID,AS-SIN
IDTUA,Tual,-5.633,132.733,ID,AS-SIN
IDTZD,Amurang,1.1846911,124.575545,ID,AS-SIN
IDUTC,Jakarta UTC1,-6.2087634,106.845599,ID,AS-SIN
IDUTE,Jakarta UTC3,-6.2087634,106.845599,ID,AS-SIN
IDWAI,Wainibe,-3.067,126.533,ID,AS-SIN
IDWED,Weda,0.333,127.883,ID,AS-SIN
IDWSS,Wamsasi,-3.567,126.167,ID,AS-SIN
ILAKK,Akko,32.9167,35.0667,IL,ME-MID
ILBGV,Binyamina-Giv'at Ada,32.5167,34.9333,IL,ME-MID
IL8UH,Gush Halav,33.1667,35.4333,IL,ME-MID
ILHFA,Haifa,32.8,34.9833,IL,ME-MID
ILMSP,Haifa Israel Shipyards Port,32.8,34.9833,IL,ME-MID
ILJUL,Julis,31.6833,34.65,IL,ME-MID
ILKY7,Karmei Yosef,31.8333,34.9167,IL,ME-MID
ILKFV,Kfar Vitkin,32.3667,34.8667,IL,ME-MID
ILM8A,Magshimim,32.0333,34.9,IL,ME-MID
ILAS2,Mishor Adumim,31.7833,35.3167,IL,ME-MID
ILNAB,Nabulus,32.2167,35.25,IL,ME-MID
ILNAT,Netanya,32.3333,34.8667,IL,ME-MID
ILOFR,Ofra,31.95,35.25,IL,ME-MID
ILTLV,Tel Aviv-Yafo,32.05,34.75,IL,ME-MID
ILTIB,Tiberias,32.8,35.5333,IL,ME-MID
ILASH,Port of Ashdod,31.83333333,34.63333333,IL,ME-MID
ILAKL,Ashkelon,31.6687885,34.5742523,IL,ME-MID
ILAST,Ashdod Southport,31.817,34.65,IL,ME-MID
ILETH,Elat (Eilath),29.557669,34.951925,IL,ME-MID
ILHAD,Hadera,32.433672,34.919217,IL,ME-MID
ILHBT,Haifa Bayport,32.8,34.983,IL,ME-MID
ILMLE,Ramla,31.931566,34.872938,IL,ME-MID
INALF,Alleppey,9.4833,76.3167,IN,ME-IPB
INATU,Attur,12.7333,79.95,IN,ME-IPB
INBPT,Bangarapet,12.9833,78.1833,IN,ME-IPB
INBDH,Bhadohi,25.4167,82.5667,IN,ME-IPB
INBRU,Bharuch,21.7,72.9667,IN,ME-IPB
INBHU,Bhavnagar,21.7667,72.1333,IN,ME-IPB
INMAA,Chennai (ex Madras),13.0833,80.2833,IN,ME-IPB
INCOK,Cochin,9.9667,76.2333,IN,ME-IPB
INDMA,Dhamara,20.8,86.9,IN,ME-IPB
INDMQ,Dhamra Port,20.8167,86.95,IN,ME-IPB
INDIG,Dighi (Pune),18.25,72.9667,IN,ME-IPB
INEKM,Ernakulam,9.9833,76.2833,IN,ME-IPB
INERO,Erode,11.35,77.7333,IN,ME-IPB
INGGV,Gangavaram,17.65,83.25,IN,ME-IPB
INGRR,Garden Reach,22.5167,88.3,IN,ME-IPB
INHZA,Hazira Port/Surat,21.0833,72.6167,IN,ME-IPB
INJBD,Jafarabad,20.85,71.3667,IN,ME-IPB
INIXJ,Jammu,32.7,74.85,IN,ME-IPB
INJDG,Jodhpur,21.8833,70.0333,IN,ME-IPB
INIXY,Kandla,23.0333,70.2167,IN,ME-IPB
INKAR,Karur,10.95,78.0833,IN,ME-IPB
INKAT,Kattupalli,13.3,80.35,IN,ME-IPB
INKTP,Kattupalli Port,13.3,80.3833,IN,ME-IPB
INKHO,Khodiyar,23.05,72.9333,IN,ME-IPB
INCCU,Kolkata (ex Calcutta),22.5667,88.35,IN,ME-IPB
INCCJ,Kozhikode (ex Calicut),11.25,75.7667,IN,ME-IPB
INLNG,Lapanga,21.7333,84.0167,IN,ME-IPB
INIXM,Madurai,9.9333,78.1167,IN,ME-IPB
INMAH,Mahe,11.7,75.5333,IN,ME-IPB
INMDV,Mandvi,22.8333,69.3667,IN,ME-IPB
INMRM,Marmagao (Marmugao),15.4,73.7833,IN,ME-IPB
INMOB,Morbi,22.8167,70.8333,IN,ME-IPB
INMDK,Mul Dwarka,20.75,70.6667,IN,ME-IPB
INBOM,Mumbai (ex Bombay),18.9667,72.8167,IN,ME-IPB
INMUG,Munger,25.3833,86.4667,IN,ME-IPB
INNPT,Nagappattinam,10.7833,79.8167,IN,ME-IPB
INNGC,Nagercoil,8.1667,77.4333,IN,ME-IPB
INICD,New Delhi,28.6,77.2,IN,ME-IPB
INNTU,New Tuticorin,8.75,78.2167,IN,ME-IPB
INNHV,Nhave,18.95,72.9667,IN,ME-IPB
INNEE,Nindakara,8.9333,76.5333,IN,ME-IPB
INORS,Orissa,20.2333,84.2667,IN,ME-IPB
INPRT,Paradip Garh,20.3167,86.6167,IN,ME-IPB
INPAV,Pipavav (Victor) Port,20.9667,71.55,IN,ME-IPB
INPNY,Pondicherry,11.9167,79.8167,IN,ME-IPB
INPPV,Port Pipavav,20.9333,71.5167,IN,ME-IPB
INPST,Positra,22.4,69.1667,IN,ME-IPB
INBPQ,Pratapganj,26.3,86.9667,IN,ME-IPB
INROZ,Rozi,22.5667,70.0333,IN,ME-IPB
INSAM,Samalkot,17.05,82.1833,IN,ME-IPB
INSIK,Sika,22.4333,69.8333,IN,ME-IPB
INSKK,Sikkim,27.3516407,88.3239309,IN,ME-IPB
INSIL,Siliguri,26.7167,88.4167,IN,ME-IPB
INSTV,Surat,21.1667,72.8333,IN,ME-IPB
INTAD,Tadri,14.5167,74.35,IN,ME-IPB
INTHN,Thane,19.2,72.9667,IN,ME-IPB
INKTK,Toranagallu,15.2,76.6833,IN,ME-IPB
INZUM,Tumkur,16.5,77.0833,IN,ME-IPB
INTUT,Tuticorin,8.7833,78.1333,IN,ME-IPB
INURA,Uran,18.8833,72.9333,IN,ME-IPB
INBDQ,Vadodara,22.3,73.2,IN,ME-IPB
INVTZ,Visakhapatnam,17.7,83.3,IN,ME-IPB
INWAD,Wada,18.9833,73.75,IN,ME-IPB
INNSA,Jawarharlal Nehru Port (Nhava Sheva),19.0330488,73.02966,IN,ME-IPB
INMUN,Mundra,22.756025,69.636455,IN,ME-IPB
INBLR,Port of Bangalore,12.98333333,77.58333333,IN,ME-IPB
INAMD,Port of Ahmedabad,23.03,72.58,IN,ME-IPB
INAIS,Amini Island,11.117,72.733,IN,ME-IPB
INBDR,Baindur,13.866,74.6333,IN,ME-IPB
